year,departamento,municipio ,jrv,inscritos,total_votos,total_porcentaje,nulos,nulos_porcentaje,validos,validos_porcentaje
2006,Carazo,Diriamba,122,39967,,,,,22835,0.57
2006,Carazo,Dolores,14,5088,,,,,3625,0.71
2006,Carazo,Jinotepe,94,31528,,,,,20388,0.65
2006,Carazo,El Rosarío,13,4077,,,,,2962,0.73
2006,Carazo,La Paz de Carazo,14,3978,,,,,2604,0.65
2006,Carazo,La Conquista,11,3095,,,,,1895,0.61
2006,Carazo,Santa Teresa,42,13489,,,,,8240,0.61
2006,Granada,Granada,241,80696,,,,,50768,0.63
2006,Granada,Diriá,20,5281,,,,,3752,0.71
2006,Granada,Diríomo,49,16019,,,,,10721,0.67
2006,Granada,Nandaime,82,25589,,,,,16614,0.65
2006,Rivas,Belén,42,12749,,,,,8072,0.63
2006,Rivas,Potosí,30,9551,,,,,6357,0.67
2006,Rivas,Buenos Aires,15,4395,,,,,2942,0.67
2006,Rivas,Moyogalpa,25,7952,,,,,4483,0.56
2006,Rivas,Altagracia,49,14819,,,,,9517,0.64
2006,Rivas,Tola,54,16279,,,,,10218,0.63
2006,Rivas,Rivas,110,35945,,,,,21918,0.61
2006,Rivas,San Jorge,20,7062,,,,,4339,0.61
2006,Rivas,San Juan del Sur,40,11589,,,,,6694,0.58
2006,Rivas,Cárdenas,19,6048,,,,,1974,0.33
2006,Chontales,Comalapa,27,7716,,,,,4942,0.64
2006,Chontales,Juigalpa,135,41614,,,,,25231,0.61
2006,Chontales,La Libertad,24,7220,,,,,5031,0.7
2006,Chontales,Santo Domingo,30,8741,,,,,4198,0.48
2006,Chontales,San Pedro de Lóvago,21,6085,,,,,4574,0.75
2006,Chontales,Santo Tomás,42,13438,,,,,9443,0.7
2006,Chontales,Acoyapa,44,13887,,,,,8042,0.58
2006,Chontales,Villa Sandino,30,9009,,,,,6100,0.68
2006,Chontales,San Francisco de Cuapa,16,4299,,,,,3098,0.72
2006,Chontales,El Coral,17,5395,,,,,3724,0.69
2006,Boaco,San José de los Remates,19,5723,,,,,3564,0.62
2006,Boaco,Santa Lucía,23,6828,,,,,2911,0.43
2006,Boaco,Boaco,121,37277,,,,,22811,0.61
2006,Boaco,Camoapa,78,24478,,,,,16886,0.69
2006,Boaco,Teustepe,59,17566,,,,,6151,0.35
2006,Boaco,San Lorenzo,58,16515,,,,,4766,0.29
2006,Matagalpa,Rancho Grande,46,12933,,,,,5328,0.41
2006,Matagalpa,Tuma La Dalia,116,34080,,,,,22562,0.66
2006,Matagalpa,Río Blanco,63,18574,,,,,13163,0.71
2006,Matagalpa,San Isidro,42,13256,,,,,8917,0.67
2006,Matagalpa,Sébaco,69,22798,,,,,15373,0.67
2006,Matagalpa,Matagalpa,268,91491,,,,,57621,0.63
2006,Matagalpa,San Ramón,62,18886,,,,,11832,0.63
2006,Matagalpa,Matiguás,92,26540,,,,,17096,0.64
2006,Matagalpa,Ciudad Darío,91,28043,,,,,14453,0.52
2006,Matagalpa,Terrabona,31,9039,,,,,3993,0.44
2006,Matagalpa,San Dionisio,38,11382,,,,,2680,0.24
2006,Matagalpa,Esquipulas,39,11190,,,,,7348,0.66
2006,Matagalpa,Muy Muy,34,9758,,,,,6256,0.64
2006,Jinotega,Wiwilí de Jinotega,101,32309,,,,,19681,0.61
2006,Jinotega,El Cuá Bocay,80,25393,,,,,17656,0.7
2006,Jinotega,Santa María de Pantasma,71,20704,,,,,14731,0.71
2006,Jinotega,San Sebastián de Yalí,57,16661,,,,,12696,0.76
2006,Jinotega,La Concordia,17,4761,,,,,3860,0.81
2006,Jinotega,San Rafael del Norte,37,11131,,,,,8430,0.76
2006,Jinotega,Jinotega,202,66163,,,,,42183,0.64
2006,Jinotega,San José de Bocay,83,27050,,,,,14467,0.53
2006,R. Autónoma Atlántico Norte,Waspam,78,21979,,,,,2702,0.12
2006,R. Autónoma Atlántico Norte,Puerto Cabezas,121,37909,,,,,22846,0.6
2006,R. Autónoma Atlántico Norte,Prinzapolka,20,5797,,,,,1715,0.3
2006,R. Autónoma Atlántico Norte,Rosita,52,16340,,,,,10074,0.62
2006,R. Autónoma Atlántico Norte,Bonanza,39,11037,,,,,6928,0.63
2006,R. Autónoma Atlántico Norte,Siuna,130,40802,,,,,26267,0.64
2006,R. Autónoma Atlántico Norte,Waslala,100,31406,,,,,5067,0.16
2006,R. Autónoma Atlántico Norte,Mulukuku,49,16165,,,,,1489,0.09
2006,R. Autónoma Atlántico Sur,Paiwas,60,18682,,,,,8243,0.44
2006,R. Autónoma Atlántico Sur,La Cruz de Río Grande,40,11963,,,,,1239,0.1
2006,R. Autónoma Atlántico Sur,Laguna de Perlas,23,6310,,,,,3230,0.51
2006,R. Autónoma Atlántico Sur,Kukra Hill,23,6885,,,,,3554,0.52
2006,R. Autónoma Atlántico Sur,El Rama,112,32989,,,,,17662,0.54
2006,R. Autónoma Atlántico Sur,Muelle de los Bueyes,51,14733,,,,,9054,0.61
2006,R. Autónoma Atlántico Sur,Nueva Guinea,172,54261,,,,,27075,0.5
2006,R. Autónoma Atlántico Sur,Bluefields,116,38794,,,,,21684,0.56
2006,R. Autónoma Atlántico Sur,Corn Island,15,4842,,,,,2624,0.54
2006,R. Autónoma Atlántico Sur,Desembocadura de Río Grande,9,2417,,,,,539,0.22
2006,R. Autónoma Atlántico Sur,El Tortuguero,41,11858,,,,,2274,0.19
2006,R. Autónoma Atlántico Sur,El Ayote,32,9817,,,,,6399,0.65
2006,Río San Juan,El Almendro,28,7933,,,,,5063,0.64
2006,Río San Juan,Morrito,17,4831,,,,,2650,0.55
2006,Río San Juan,San Miguelito,32,10304,,,,,5853,0.57
2006,Río San Juan,San Carlos,91,31611,,,,,18248,0.58
2006,Río San Juan,El Castillo,41,13384,,,,,7487,0.56
2006,Río San Juan,San Juan de Nicaragua,3,885,,,,,498,0.56
